frame,direction,pose_path,objects_path,video_source
video_center_13_other.mp4_frame_0065.jpg,center,data/keypoints/video_center_13_other.mp4_frame_0065.json,data/bounding_boxes/video_center_13_other.mp4_frame_0065.json,video_center_13_other.mp4
video_center_13_other.mp4_frame_0070.jpg,center,data/keypoints/video_center_13_other.mp4_frame_0070.json,data/bounding_boxes/video_center_13_other.mp4_frame_0070.json,video_center_13_other.mp4
video_center_13_other.mp4_frame_0075.jpg,center,data/keypoints/video_center_13_other.mp4_frame_0075.json,data/bounding_boxes/video_center_13_other.mp4_frame_0075.json,video_center_13_other.mp4
video_center_13_other.mp4_frame_0080.jpg,center,data/keypoints/video_center_13_other.mp4_frame_0080.json,data/bounding_boxes/video_center_13_other.mp4_frame_0080.json,video_center_13_other.mp4
video_center_13_other.mp4_frame_0085.jpg,center,data/keypoints/video_center_13_other.mp4_frame_0085.json,data/bounding_boxes/video_center_13_other.mp4_frame_0085.json,video_center_13_other.mp4
video_center_13_other.mp4_frame_0090.jpg,center,data/keypoints/video_center_13_other.mp4_frame_0090.json,data/bounding_boxes/video_center_13_other.mp4_frame_0090.json,video_center_13_other.mp4
video_center_13_other.mp4_frame_0095.jpg,center,data/keypoints/video_center_13_other.mp4_frame_0095.json,data/bounding_boxes/video_center_13_other.mp4_frame_0095.json,video_center_13_other.mp4
video_center_13_other.mp4_frame_0100.jpg,center,data/keypoints/video_center_13_other.mp4_frame_0100.json,data/bounding_boxes/video_center_13_other.mp4_frame_0100.json,video_center_13_other.mp4
video_center_13_other.mp4_frame_0105.jpg,center,data/keypoints/video_center_13_other.mp4_frame_0105.json,data/bounding_boxes/video_center_13_other.mp4_frame_0105.json,video_center_13_other.mp4
video_center_14_other.mp4_frame_0000.jpg,center,data/keypoints/video_center_14_other.mp4_frame_0000.json,data/bounding_boxes/video_center_14_other.mp4_frame_0000.json,video_center_14_other.mp4
video_center_14_other.mp4_frame_0005.jpg,center,data/keypoints/video_center_14_other.mp4_frame_0005.json,data/bounding_boxes/video_center_14_other.mp4_frame_0005.json,video_center_14_other.mp4
video_center_14_other.mp4_frame_0010.jpg,center,data/keypoints/video_center_14_other.mp4_frame_0010.json,data/bounding_boxes/video_center_14_other.mp4_frame_0010.json,video_center_14_other.mp4
video_center_14_other.mp4_frame_0015.jpg,center,data/keypoints/video_center_14_other.mp4_frame_0015.json,data/bounding_boxes/video_center_14_other.mp4_frame_0015.json,video_center_14_other.mp4
video_center_14_other.mp4_frame_0020.jpg,center,data/keypoints/video_center_14_other.mp4_frame_0020.json,data/bounding_boxes/video_center_14_other.mp4_frame_0020.json,video_center_14_other.mp4
video_center_14_other.mp4_frame_0025.jpg,center,data/keypoints/video_center_14_other.mp4_frame_0025.json,data/bounding_boxes/video_center_14_other.mp4_frame_0025.json,video_center_14_other.mp4
video_center_14_other.mp4_frame_0030.jpg,center,data/keypoints/video_center_14_other.mp4_frame_0030.json,data/bounding_boxes/video_center_14_other.mp4_frame_0030.json,video_center_14_other.mp4
video_center_14_other.mp4_frame_0035.jpg,center,data/keypoints/video_center_14_other.mp4_frame_0035.json,data/bounding_boxes/video_center_14_other.mp4_frame_0035.json,video_center_14_other.mp4
video_center_14_other.mp4_frame_0040.jpg,center,data/keypoints/video_center_14_other.mp4_frame_0040.json,data/bounding_boxes/video_center_14_other.mp4_frame_0040.json,video_center_14_other.mp4
video_center_14_other.mp4_frame_0045.jpg,center,data/keypoints/video_center_14_other.mp4_frame_0045.json,data/bounding_boxes/video_center_14_other.mp4_frame_0045.json,video_center_14_other.mp4
video_center_14_other.mp4_frame_0050.jpg,center,data/keypoints/video_center_14_other.mp4_frame_0050.json,data/bounding_boxes/video_center_14_other.mp4_frame_0050.json,video_center_14_other.mp4
video_center_14_other.mp4_frame_0055.jpg,center,data/keypoints/video_center_14_other.mp4_frame_0055.json,data/bounding_boxes/video_center_14_other.mp4_frame_0055.json,video_center_14_other.mp4
video_center_14_other.mp4_frame_0095.jpg,center,data/keypoints/video_center_14_other.mp4_frame_0095.json,data/bounding_boxes/video_center_14_other.mp4_frame_0095.json,video_center_14_other.mp4
video_center_14_other.mp4_frame_0100.jpg,center,data/keypoints/video_center_14_other.mp4_frame_0100.json,data/bounding_boxes/video_center_14_other.mp4_frame_0100.json,video_center_14_other.mp4
video_center_15.mp4_frame_0000.jpg,center,data/keypoints/video_center_15.mp4_frame_0000.json,data/bounding_boxes/video_center_15.mp4_frame_0000.json,video_center_15.mp4
video_center_15.mp4_frame_0005.jpg,center,data/keypoints/video_center_15.mp4_frame_0005.json,data/bounding_boxes/video_center_15.mp4_frame_0005.json,video_center_15.mp4
video_center_15.mp4_frame_0115.jpg,center,data/keypoints/video_center_15.mp4_frame_0115.json,data/bounding_boxes/video_center_15.mp4_frame_0115.json,video_center_15.mp4
video_center_15.mp4_frame_0120.jpg,center,data/keypoints/video_center_15.mp4_frame_0120.json,data/bounding_boxes/video_center_15.mp4_frame_0120.json,video_center_15.mp4
video_center_15.mp4_frame_0130.jpg,center,data/keypoints/video_center_15.mp4_frame_0130.json,data/bounding_boxes/video_center_15.mp4_frame_0130.json,video_center_15.mp4
video_center_15.mp4_frame_0140.jpg,center,data/keypoints/video_center_15.mp4_frame_0140.json,data/bounding_boxes/video_center_15.mp4_frame_0140.json,video_center_15.mp4
video_center_15.mp4_frame_0155.jpg,center,data/keypoints/video_center_15.mp4_frame_0155.json,data/bounding_boxes/video_center_15.mp4_frame_0155.json,video_center_15.mp4
video_center_15.mp4_frame_0160.jpg,center,data/keypoints/video_center_15.mp4_frame_0160.json,data/bounding_boxes/video_center_15.mp4_frame_0160.json,video_center_15.mp4
video_center_15.mp4_frame_0170.jpg,center,data/keypoints/video_center_15.mp4_frame_0170.json,data/bounding_boxes/video_center_15.mp4_frame_0170.json,video_center_15.mp4
video_center_5.mp4_frame_0115.jpg,center,data/keypoints/video_center_5.mp4_frame_0115.json,data/bounding_boxes/video_center_5.mp4_frame_0115.json,video_center_5.mp4
video_center_5_other_vision_2.mp4_frame_0000.jpg,center,data/keypoints/video_center_5_other_vision_2.mp4_frame_0000.json,data/bounding_boxes/video_center_5_other_vision_2.mp4_frame_0000.json,video_center_5_other_vision_2.mp4
video_center_5_other_vision_2.mp4_frame_0005.jpg,center,data/keypoints/video_center_5_other_vision_2.mp4_frame_0005.json,data/bounding_boxes/video_center_5_other_vision_2.mp4_frame_0005.json,video_center_5_other_vision_2.mp4
video_center_5_other_vision_2.mp4_frame_0010.jpg,center,data/keypoints/video_center_5_other_vision_2.mp4_frame_0010.json,data/bounding_boxes/video_center_5_other_vision_2.mp4_frame_0010.json,video_center_5_other_vision_2.mp4
video_center_5_other_vision_2.mp4_frame_0015.jpg,center,data/keypoints/video_center_5_other_vision_2.mp4_frame_0015.json,data/bounding_boxes/video_center_5_other_vision_2.mp4_frame_0015.json,video_center_5_other_vision_2.mp4
video_center_5_other_vision_2.mp4_frame_0020.jpg,center,data/keypoints/video_center_5_other_vision_2.mp4_frame_0020.json,data/bounding_boxes/video_center_5_other_vision_2.mp4_frame_0020.json,video_center_5_other_vision_2.mp4
video_center_5_other_vision_2.mp4_frame_0025.jpg,center,data/keypoints/video_center_5_other_vision_2.mp4_frame_0025.json,data/bounding_boxes/video_center_5_other_vision_2.mp4_frame_0025.json,video_center_5_other_vision_2.mp4
video_center_5_other_vision_2.mp4_frame_0030.jpg,center,data/keypoints/video_center_5_other_vision_2.mp4_frame_0030.json,data/bounding_boxes/video_center_5_other_vision_2.mp4_frame_0030.json,video_center_5_other_vision_2.mp4
video_center_5_other_vision_2.mp4_frame_0035.jpg,center,data/keypoints/video_center_5_other_vision_2.mp4_frame_0035.json,data/bounding_boxes/video_center_5_other_vision_2.mp4_frame_0035.json,video_center_5_other_vision_2.mp4
video_center_5_other_vision_2.mp4_frame_0040.jpg,center,data/keypoints/video_center_5_other_vision_2.mp4_frame_0040.json,data/bounding_boxes/video_center_5_other_vision_2.mp4_frame_0040.json,video_center_5_other_vision_2.mp4
video_center_5_other_vision_2.mp4_frame_0045.jpg,center,data/keypoints/video_center_5_other_vision_2.mp4_frame_0045.json,data/bounding_boxes/video_center_5_other_vision_2.mp4_frame_0045.json,video_center_5_other_vision_2.mp4
video_center_5_other_vision_2.mp4_frame_0050.jpg,center,data/keypoints/video_center_5_other_vision_2.mp4_frame_0050.json,data/bounding_boxes/video_center_5_other_vision_2.mp4_frame_0050.json,video_center_5_other_vision_2.mp4
video_center_5_other_vision_2.mp4_frame_0055.jpg,center,data/keypoints/video_center_5_other_vision_2.mp4_frame_0055.json,data/bounding_boxes/video_center_5_other_vision_2.mp4_frame_0055.json,video_center_5_other_vision_2.mp4
video_center_5_other_vision_2.mp4_frame_0060.jpg,center,data/keypoints/video_center_5_other_vision_2.mp4_frame_0060.json,data/bounding_boxes/video_center_5_other_vision_2.mp4_frame_0060.json,video_center_5_other_vision_2.mp4
video_center_5_other_vision_2.mp4_frame_0065.jpg,center,data/keypoints/video_center_5_other_vision_2.mp4_frame_0065.json,data/bounding_boxes/video_center_5_other_vision_2.mp4_frame_0065.json,video_center_5_other_vision_2.mp4
video_center_5_other_vision_2.mp4_frame_0070.jpg,center,data/keypoints/video_center_5_other_vision_2.mp4_frame_0070.json,data/bounding_boxes/video_center_5_other_vision_2.mp4_frame_0070.json,video_center_5_other_vision_2.mp4
video_center_5_other_vision_2.mp4_frame_0075.jpg,center,data/keypoints/video_center_5_other_vision_2.mp4_frame_0075.json,data/bounding_boxes/video_center_5_other_vision_2.mp4_frame_0075.json,video_center_5_other_vision_2.mp4
video_center_5_other_vision_2.mp4_frame_0080.jpg,center,data/keypoints/video_center_5_other_vision_2.mp4_frame_0080.json,data/bounding_boxes/video_center_5_other_vision_2.mp4_frame_0080.json,video_center_5_other_vision_2.mp4
video_center_5_other_vision_2.mp4_frame_0090.jpg,center,data/keypoints/video_center_5_other_vision_2.mp4_frame_0090.json,data/bounding_boxes/video_center_5_other_vision_2.mp4_frame_0090.json,video_center_5_other_vision_2.mp4
video_center_5_other_vision_2.mp4_frame_0095.jpg,center,data/keypoints/video_center_5_other_vision_2.mp4_frame_0095.json,data/bounding_boxes/video_center_5_other_vision_2.mp4_frame_0095.json,video_center_5_other_vision_2.mp4
video_center_6.mp4_frame_0080.jpg,center,data/keypoints/video_center_6.mp4_frame_0080.json,data/bounding_boxes/video_center_6.mp4_frame_0080.json,video_center_6.mp4
video_center_6.mp4_frame_0090.jpg,center,data/keypoints/video_center_6.mp4_frame_0090.json,data/bounding_boxes/video_center_6.mp4_frame_0090.json,video_center_6.mp4
video_center_6.mp4_frame_0100.jpg,center,data/keypoints/video_center_6.mp4_frame_0100.json,data/bounding_boxes/video_center_6.mp4_frame_0100.json,video_center_6.mp4
video_center_7.mp4_frame_0005.jpg,center,data/keypoints/video_center_7.mp4_frame_0005.json,data/bounding_boxes/video_center_7.mp4_frame_0005.json,video_center_7.mp4
video_center_7.mp4_frame_0010.jpg,center,data/keypoints/video_center_7.mp4_frame_0010.json,data/bounding_boxes/video_center_7.mp4_frame_0010.json,video_center_7.mp4
video_center_7.mp4_frame_0015.jpg,center,data/keypoints/video_center_7.mp4_frame_0015.json,data/bounding_boxes/video_center_7.mp4_frame_0015.json,video_center_7.mp4
video_center_7.mp4_frame_0020.jpg,center,data/keypoints/video_center_7.mp4_frame_0020.json,data/bounding_boxes/video_center_7.mp4_frame_0020.json,video_center_7.mp4
video_center_7.mp4_frame_0025.jpg,center,data/keypoints/video_center_7.mp4_frame_0025.json,data/bounding_boxes/video_center_7.mp4_frame_0025.json,video_center_7.mp4
video_center_7.mp4_frame_0030.jpg,center,data/keypoints/video_center_7.mp4_frame_0030.json,data/bounding_boxes/video_center_7.mp4_frame_0030.json,video_center_7.mp4
video_center_7.mp4_frame_0035.jpg,center,data/keypoints/video_center_7.mp4_frame_0035.json,data/bounding_boxes/video_center_7.mp4_frame_0035.json,video_center_7.mp4
video_center_7.mp4_frame_0040.jpg,center,data/keypoints/video_center_7.mp4_frame_0040.json,data/bounding_boxes/video_center_7.mp4_frame_0040.json,video_center_7.mp4
video_center_7.mp4_frame_0045.jpg,center,data/keypoints/video_center_7.mp4_frame_0045.json,data/bounding_boxes/video_center_7.mp4_frame_0045.json,video_center_7.mp4
video_center_7.mp4_frame_0070.jpg,center,data/keypoints/video_center_7.mp4_frame_0070.json,data/bounding_boxes/video_center_7.mp4_frame_0070.json,video_center_7.mp4
video_center_7.mp4_frame_0075.jpg,center,data/keypoints/video_center_7.mp4_frame_0075.json,data/bounding_boxes/video_center_7.mp4_frame_0075.json,video_center_7.mp4
video_center_8.mp4_frame_0060.jpg,center,data/keypoints/video_center_8.mp4_frame_0060.json,data/bounding_boxes/video_center_8.mp4_frame_0060.json,video_center_8.mp4
video_center_8.mp4_frame_0070.jpg,center,data/keypoints/video_center_8.mp4_frame_0070.json,data/bounding_boxes/video_center_8.mp4_frame_0070.json,video_center_8.mp4
video_center_8.mp4_frame_0075.jpg,center,data/keypoints/video_center_8.mp4_frame_0075.json,data/bounding_boxes/video_center_8.mp4_frame_0075.json,video_center_8.mp4
video_center_8.mp4_frame_0080.jpg,center,data/keypoints/video_center_8.mp4_frame_0080.json,data/bounding_boxes/video_center_8.mp4_frame_0080.json,video_center_8.mp4
video_center_8.mp4_frame_0085.jpg,center,data/keypoints/video_center_8.mp4_frame_0085.json,data/bounding_boxes/video_center_8.mp4_frame_0085.json,video_center_8.mp4
video_center_9.mp4_frame_0000.jpg,center,data/keypoints/video_center_9.mp4_frame_0000.json,data/bounding_boxes/video_center_9.mp4_frame_0000.json,video_center_9.mp4
video_center_9.mp4_frame_0005.jpg,center,data/keypoints/video_center_9.mp4_frame_0005.json,data/bounding_boxes/video_center_9.mp4_frame_0005.json,video_center_9.mp4
video_center_9.mp4_frame_0010.jpg,center,data/keypoints/video_center_9.mp4_frame_0010.json,data/bounding_boxes/video_center_9.mp4_frame_0010.json,video_center_9.mp4
video_center_9.mp4_frame_0015.jpg,center,data/keypoints/video_center_9.mp4_frame_0015.json,data/bounding_boxes/video_center_9.mp4_frame_0015.json,video_center_9.mp4
video_center_9.mp4_frame_0020.jpg,center,data/keypoints/video_center_9.mp4_frame_0020.json,data/bounding_boxes/video_center_9.mp4_frame_0020.json,video_center_9.mp4
video_center_9.mp4_frame_0025.jpg,center,data/keypoints/video_center_9.mp4_frame_0025.json,data/bounding_boxes/video_center_9.mp4_frame_0025.json,video_center_9.mp4
video_center_9.mp4_frame_0030.jpg,center,data/keypoints/video_center_9.mp4_frame_0030.json,data/bounding_boxes/video_center_9.mp4_frame_0030.json,video_center_9.mp4
video_center_9.mp4_frame_0035.jpg,center,data/keypoints/video_center_9.mp4_frame_0035.json,data/bounding_boxes/video_center_9.mp4_frame_0035.json,video_center_9.mp4
video_center_9.mp4_frame_0040.jpg,center,data/keypoints/video_center_9.mp4_frame_0040.json,data/bounding_boxes/video_center_9.mp4_frame_0040.json,video_center_9.mp4
video_center_9.mp4_frame_0045.jpg,center,data/keypoints/video_center_9.mp4_frame_0045.json,data/bounding_boxes/video_center_9.mp4_frame_0045.json,video_center_9.mp4
video_center_9.mp4_frame_0055.jpg,center,data/keypoints/video_center_9.mp4_frame_0055.json,data/bounding_boxes/video_center_9.mp4_frame_0055.json,video_center_9.mp4
video_center_9.mp4_frame_0060.jpg,center,data/keypoints/video_center_9.mp4_frame_0060.json,data/bounding_boxes/video_center_9.mp4_frame_0060.json,video_center_9.mp4
video_center_9.mp4_frame_0065.jpg,center,data/keypoints/video_center_9.mp4_frame_0065.json,data/bounding_boxes/video_center_9.mp4_frame_0065.json,video_center_9.mp4
video_center_9.mp4_frame_0070.jpg,center,data/keypoints/video_center_9.mp4_frame_0070.json,data/bounding_boxes/video_center_9.mp4_frame_0070.json,video_center_9.mp4
video_left_1.mp4_frame_0045.jpg,left,data/keypoints/video_left_1.mp4_frame_0045.json,data/bounding_boxes/video_left_1.mp4_frame_0045.json,video_left_1.mp4
video_left_11_other_vision.mp4_frame_0000.jpg,left,data/keypoints/video_left_11_other_vision.mp4_frame_0000.json,data/bounding_boxes/video_left_11_other_vision.mp4_frame_0000.json,video_left_11_other_vision.mp4
video_left_11_other_vision.mp4_frame_0005.jpg,left,data/keypoints/video_left_11_other_vision.mp4_frame_0005.json,data/bounding_boxes/video_left_11_other_vision.mp4_frame_0005.json,video_left_11_other_vision.mp4
video_left_11_other_vision.mp4_frame_0010.jpg,left,data/keypoints/video_left_11_other_vision.mp4_frame_0010.json,data/bounding_boxes/video_left_11_other_vision.mp4_frame_0010.json,video_left_11_other_vision.mp4
video_left_11_other_vision.mp4_frame_0015.jpg,left,data/keypoints/video_left_11_other_vision.mp4_frame_0015.json,data/bounding_boxes/video_left_11_other_vision.mp4_frame_0015.json,video_left_11_other_vision.mp4
video_left_11_other_vision.mp4_frame_0020.jpg,left,data/keypoints/video_left_11_other_vision.mp4_frame_0020.json,data/bounding_boxes/video_left_11_other_vision.mp4_frame_0020.json,video_left_11_other_vision.mp4
video_left_11_other_vision.mp4_frame_0025.jpg,left,data/keypoints/video_left_11_other_vision.mp4_frame_0025.json,data/bounding_boxes/video_left_11_other_vision.mp4_frame_0025.json,video_left_11_other_vision.mp4
video_left_11_other_vision.mp4_frame_0030.jpg,left,data/keypoints/video_left_11_other_vision.mp4_frame_0030.json,data/bounding_boxes/video_left_11_other_vision.mp4_frame_0030.json,video_left_11_other_vision.mp4
video_left_11_other_vision.mp4_frame_0035.jpg,left,data/keypoints/video_left_11_other_vision.mp4_frame_0035.json,data/bounding_boxes/video_left_11_other_vision.mp4_frame_0035.json,video_left_11_other_vision.mp4
video_left_11_other_vision.mp4_frame_0040.jpg,left,data/keypoints/video_left_11_other_vision.mp4_frame_0040.json,data/bounding_boxes/video_left_11_other_vision.mp4_frame_0040.json,video_left_11_other_vision.mp4
video_left_11_other_vision.mp4_frame_0045.jpg,left,data/keypoints/video_left_11_other_vision.mp4_frame_0045.json,data/bounding_boxes/video_left_11_other_vision.mp4_frame_0045.json,video_left_11_other_vision.mp4
video_left_11_other_vision.mp4_frame_0050.jpg,left,data/keypoints/video_left_11_other_vision.mp4_frame_0050.json,data/bounding_boxes/video_left_11_other_vision.mp4_frame_0050.json,video_left_11_other_vision.mp4
video_left_11_other_vision.mp4_frame_0055.jpg,left,data/keypoints/video_left_11_other_vision.mp4_frame_0055.json,data/bounding_boxes/video_left_11_other_vision.mp4_frame_0055.json,video_left_11_other_vision.mp4
video_left_11_other_vision.mp4_frame_0060.jpg,left,data/keypoints/video_left_11_other_vision.mp4_frame_0060.json,data/bounding_boxes/video_left_11_other_vision.mp4_frame_0060.json,video_left_11_other_vision.mp4
video_left_11_other_vision.mp4_frame_0070.jpg,left,data/keypoints/video_left_11_other_vision.mp4_frame_0070.json,data/bounding_boxes/video_left_11_other_vision.mp4_frame_0070.json,video_left_11_other_vision.mp4
video_left_11_other_vision.mp4_frame_0075.jpg,left,data/keypoints/video_left_11_other_vision.mp4_frame_0075.json,data/bounding_boxes/video_left_11_other_vision.mp4_frame_0075.json,video_left_11_other_vision.mp4
video_left_11_other_vision.mp4_frame_0085.jpg,left,data/keypoints/video_left_11_other_vision.mp4_frame_0085.json,data/bounding_boxes/video_left_11_other_vision.mp4_frame_0085.json,video_left_11_other_vision.mp4
video_left_11_other_vision.mp4_frame_0090.jpg,left,data/keypoints/video_left_11_other_vision.mp4_frame_0090.json,data/bounding_boxes/video_left_11_other_vision.mp4_frame_0090.json,video_left_11_other_vision.mp4
video_left_11_other_vision.mp4_frame_0095.jpg,left,data/keypoints/video_left_11_other_vision.mp4_frame_0095.json,data/bounding_boxes/video_left_11_other_vision.mp4_frame_0095.json,video_left_11_other_vision.mp4
video_left_11_other_vision.mp4_frame_0100.jpg,left,data/keypoints/video_left_11_other_vision.mp4_frame_0100.json,data/bounding_boxes/video_left_11_other_vision.mp4_frame_0100.json,video_left_11_other_vision.mp4
video_left_12.mp4_frame_0050.jpg,left,data/keypoints/video_left_12.mp4_frame_0050.json,data/bounding_boxes/video_left_12.mp4_frame_0050.json,video_left_12.mp4
video_left_12.mp4_frame_0250.jpg,left,data/keypoints/video_left_12.mp4_frame_0250.json,data/bounding_boxes/video_left_12.mp4_frame_0250.json,video_left_12.mp4
video_left_12.mp4_frame_0255.jpg,left,data/keypoints/video_left_12.mp4_frame_0255.json,data/bounding_boxes/video_left_12.mp4_frame_0255.json,video_left_12.mp4
video_left_12.mp4_frame_0260.jpg,left,data/keypoints/video_left_12.mp4_frame_0260.json,data/bounding_boxes/video_left_12.mp4_frame_0260.json,video_left_12.mp4
video_left_12.mp4_frame_0265.jpg,left,data/keypoints/video_left_12.mp4_frame_0265.json,data/bounding_boxes/video_left_12.mp4_frame_0265.json,video_left_12.mp4
video_left_12.mp4_frame_0270.jpg,left,data/keypoints/video_left_12.mp4_frame_0270.json,data/bounding_boxes/video_left_12.mp4_frame_0270.json,video_left_12.mp4
video_left_12.mp4_frame_0275.jpg,left,data/keypoints/video_left_12.mp4_frame_0275.json,data/bounding_boxes/video_left_12.mp4_frame_0275.json,video_left_12.mp4
video_left_12.mp4_frame_0280.jpg,left,data/keypoints/video_left_12.mp4_frame_0280.json,data/bounding_boxes/video_left_12.mp4_frame_0280.json,video_left_12.mp4
video_left_12.mp4_frame_0285.jpg,left,data/keypoints/video_left_12.mp4_frame_0285.json,data/bounding_boxes/video_left_12.mp4_frame_0285.json,video_left_12.mp4
video_left_12_other_video.mp4_frame_0005.jpg,left,data/keypoints/video_left_12_other_video.mp4_frame_0005.json,data/bounding_boxes/video_left_12_other_video.mp4_frame_0005.json,video_left_12_other_video.mp4
video_left_12_other_video.mp4_frame_0010.jpg,left,data/keypoints/video_left_12_other_video.mp4_frame_0010.json,data/bounding_boxes/video_left_12_other_video.mp4_frame_0010.json,video_left_12_other_video.mp4
video_left_12_other_video.mp4_frame_0015.jpg,left,data/keypoints/video_left_12_other_video.mp4_frame_0015.json,data/bounding_boxes/video_left_12_other_video.mp4_frame_0015.json,video_left_12_other_video.mp4
video_left_12_other_video.mp4_frame_0020.jpg,left,data/keypoints/video_left_12_other_video.mp4_frame_0020.json,data/bounding_boxes/video_left_12_other_video.mp4_frame_0020.json,video_left_12_other_video.mp4
video_left_12_other_video.mp4_frame_0025.jpg,left,data/keypoints/video_left_12_other_video.mp4_frame_0025.json,data/bounding_boxes/video_left_12_other_video.mp4_frame_0025.json,video_left_12_other_video.mp4
video_left_12_other_video.mp4_frame_0030.jpg,left,data/keypoints/video_left_12_other_video.mp4_frame_0030.json,data/bounding_boxes/video_left_12_other_video.mp4_frame_0030.json,video_left_12_other_video.mp4
video_left_12_other_video.mp4_frame_0035.jpg,left,data/keypoints/video_left_12_other_video.mp4_frame_0035.json,data/bounding_boxes/video_left_12_other_video.mp4_frame_0035.json,video_left_12_other_video.mp4
video_left_12_other_video.mp4_frame_0040.jpg,left,data/keypoints/video_left_12_other_video.mp4_frame_0040.json,data/bounding_boxes/video_left_12_other_video.mp4_frame_0040.json,video_left_12_other_video.mp4
video_left_12_other_video.mp4_frame_0045.jpg,left,data/keypoints/video_left_12_other_video.mp4_frame_0045.json,data/bounding_boxes/video_left_12_other_video.mp4_frame_0045.json,video_left_12_other_video.mp4
video_left_12_other_video.mp4_frame_0050.jpg,left,data/keypoints/video_left_12_other_video.mp4_frame_0050.json,data/bounding_boxes/video_left_12_other_video.mp4_frame_0050.json,video_left_12_other_video.mp4
